1000		CHINA
1000		SLOVENIA
1001		CHINA
1003		FRANCE
1007		IRAQ
1010		TURKEY
1013		ICELAND
1021		SWITZERLAND
1033		SYRIA
1037		CHINA
1040		TUNISIA
1042		IRAN
1045		TURKEY
1048		UK
1052		IRAN
1052		IRAN
1058		IRAQ
105		TURKEY
1063		LEBANON
1063		TURKEY
1064		TURKEY
1065		IRAN
1065		ITALY
1066		IRAN
1068		ISRAEL
1070		EGYPT
1072		YEMEN
1076		SYRIA
1082		TURKEY
1085		IRAN
1085		TURKEY
1086		IRAQ
1086		ITALY
1089		SYRIA
1091		TURKEY
109		TURKEY
1102		CHINA
1106		TURKEY
1109		TURKEY
1111		TURKEY
1114		ITALY
1114		TURKEY
1114		TURKEY
1115		IRAN
1115		TURKEY
1115		TURKEY
1117		ITALY
1117		ITALY
1118		UK
1125		ITALY
1130		IRAQ
1130		IRAQ
1137		IRAQ
1137		ITALY
1139		AZERBAIJAN
1149		IRAQ
1151		PORTUGAL
1153		GREECE
1155		ITALY
1155		SYRIA
1156		SYRIA
1157		SYRIA
1158		SYRIA
1164		ICELAND
1169		ITALY
1169		SYRIA
1171		LEBANON
1172		ITALY
1175		IRAN
1176		IRAN
1179		TURKEY
1180		ITALY
1182		ICELAND
1183		SYRIA
1184		ITALY
11		TURKEY
1201		SLOVENIA
1202		CHINA
1211		EGYPT
1222		CYPRUS
1222		ITALY
1223		ITALY
1227		FRANCE
1231		ITALY
1237		ALBANIA
1237		ALBANIA
1237		IRAN
1248		ITALY
1255		NEPAL
1259		ITALY
1268		TURKEY
1269		TURKEY
1272		IRAN
1273		ITALY
1276		MOROCCO
1279		ITALY
1280		CROATIA
1280		CROATIA
1280		IRAN
1284		SYRIA
1286		FRANCE
1289		CHINA
1289		FRANCE
1291		IRAN
1293		ISRAEL
1295		SWITZERLAND
1295		SWITZERLAND
1298		ITALY
1300		CROATIA
1300		ITALY
1301		IRAN
1303		GREECE
1306		GREECE
1306		IRAN
1310		CHINA
1319		IRAN
1319		ITALY
1320		PORTUGAL
1323		CROATIA
1328		ITALY
1329		ITALY
1332		TURKEY
1336		IRAN
1339		LEBANON
1340		CHINA
1343		CHINA
1343		CROATIA
1343		SYRIA
1344		IRAN
1344		PORTUGAL
1345		ITALY
1346		SWITZERLAND
1347		CHINA
1348		AUSTRIA
1349		ITALY
1352		ITALY
1353		TURKEY
1354		SYRIA
1356		PORTUGAL
1356		SWITZERLAND
1358		YEMEN
1359		ALGERIA
1360		IRAN
1361		ITALY
1365		ALGERIA
-1365		SYRIA
1367		IRAN
1374		SPAIN
1375		SWITZERLAND
1377		YEMEN
1380		ALBANIA
1382		IRAN
1383		TURKEY
1384		GREECE
1386		BOSNIA-HERZEGOVINA
1387		CROATIA
1387		YEMEN
1389		GREECE
1389		IRAN
1390		CROATIA
1391		SWITZERLAND
1399		CROATIA
1400		IRAN
1400		IRAN
1402		SYRIA
1403		SYRIA
1404		SYRIA
1407		TURKEY
1408		TURKEY
1414		ITALY
1417		ITALY
1418		CROATIA
1419		TURKEY
1426		YEMEN
1427		SPAIN
1428		FRANCE
1431		SPAIN
1441		IRAN
1441		TURKEY
1443		SLOVAKIA
1444		BULGARIA
1444		TURKEY
1447		ITALY
-1450		ITALY
1451		CROATIA
1454		SWITZERLAND
1454		SWITZERLAND
1456		ITALY
1456		SERBIA AND MONTENEGRO
1456		TURKEY
1457		ISRAEL
1458		ISRAEL
1458		TURKEY
1459		CROATIA
1461		ITALY
1461		ITALY
1463		YEMEN
1464		SPAIN
1469		GREECE
1471		CROATIA
1479		CROATIA
1481		GREECE
1481		GREECE
1481		ITALY
1482		CROATIA
1483		GREECE
1484		IRAN
1489		TURKEY
1490		GREECE
1490		IRELAND
1491		GREECE
1493		GREECE
1494		FRANCE
1494		FRANCE
1496		CROATIA
1498		VENEZUELA
1499		CHINA
1500		CHINA
1500		USA
1501		GREECE
1502		CROATIA
1502		DOMINICAN REPUBLIC
1504		CROATIA
1504		SPAIN
1504		SWITZERLAND
1505		AFGHANISTAN
1505		SLOVENIA
1508		GREECE
1509		CHINA
1509		ITALY
1509		SLOVENIA
1509		TURKEY
1510		GERMANY
1510		SLOVENIA
1511		ITALY
1512		SWITZERLAND
1514		GREECE
1515		CHINA
1516		CROATIA
1516		CROATIA
1516		ROMANIA
1518		SPAIN
1520		CHILE
1522		SPAIN
1523		MEXICO
1524		INDIA
1527		IRAN
1530		CROATIA
1537		MEXICO
1538		ITALY
1538		MEXICO
1539		HONDURAS
1541		VENEZUELA
1542		ITALY
1542		MEXICO
1543		CHILE
1543		VENEZUELA
1545		CHINA
1545		JAPAN
1547		AZORES (PORTUGAL)
1549		IRAN
1550		IRAN
1550		ITALY
1551		PORTUGAL
1555		MACEDONIA
1556		AUSTRIA
1556		TURKEY
1556		TURKEY
155		GREECE
1561		CHINA
1561		ITALY
1561		ITALY
1563		SERBIA AND MONTENEGRO
1564		DOMINICAN REPUBLIC
1565		GUATEMALA
1566		GUATEMALA
1566		IRAN
-1566		ISRAEL
1568		MEXICO
1570		ITALY
1573		MEXICO
1574		CROATIA
1574		IRAN
1574		SWITZERLAND
1576		EL SALVADOR
1578		PERU
1579		COSTA RICA
1579		MOROCCO
1582		ITALY
1584		SWITZERLAND
1584		SWITZERLAND
1584		SWITZERLAND
1586		GUATEMALA
1587		ECUADOR
1587		PORTUGAL
1588		IRAN
1589		SPAIN
1590		CROATIA
1590		CROATIA
1590		ECUADOR
1591		AZORES (PORTUGAL)
1593		FRANCE
1594		PERU
1597		PORTUGAL
1598		PORTUGAL
1599		PHILIPPINES
-15		CYPRUS
1600		PHILIPPINES
1601		PHILIPPINES
1603		MEXICO
1604		CHILE
1604		GREECE
1604		MEXICO
1608		MACEDONIA
1608		MEXICO
1608		SERBIA AND MONTENEGRO
1608		SERBIA AND MONTENEGRO
1609		ITALY
-1610		GREECE
1610		PHILIPPINES
1610		SWITZERLAND
1611		IRAN
1611		JAPAN
1611		MEXICO
1611		MEXICO
1612		GREECE
1612		GREECE
1613		GREECE
1614		AZORES (PORTUGAL)
1614		AZORES (PORTUGAL)
1615		USA TERRITORY
1616		SWITZERLAND
1616		SYRIA
1618		FRANCE
1618		INDIA
1618		IRAN
1618		SWITZERLAND
1619		GERMANY
1619		MEXICO
1619		PHILIPPINES
1620		PHILIPPINES
1621		PANAMA
1622		GREECE
1622		MEXICO
1622		SWITZERLAND
1622		SWITZERLAND
1624		ITALY
1624		MOROCCO
1625		GREECE
1626		ITALY
1626		ITALY
1627		ECUADOR
1628		PHILIPPINES
1629		GERMANY
1629		INDONESIA
1630		GREECE
1630		INDONESIA
1631		ITALY
1632		CROATIA
1633		CHILE
1633		IRAN
1636		GREECE
1636		PHILIPPINES
1638		ITALY
1639		CHILE
1639		CROATIA
1639		IRAN
1639		ITALY
1640		CHINA
1640		ECUADOR
1640		GERMANY
1640		ITALY
1640		SLOVENIA
1641		BULGARIA
1641		IRAN
1641		PHILIPPINES
1641		VENEZUELA
1644		FRANCE
1644		VENEZUELA
1645		PHILIPPINES
1646		ITALY
1646		TURKEY
1646		TURKEY
1647		PERU
1648		CROATIA
1648		NICARAGUA
1648		PHILIPPINES
1648		TURKEY
1649		JAPAN
1650		GREECE
1650		IRAN
1651		PERU
1653		PHILIPPINES
1654		ITALY
1654		PERU
1654		SPAIN
1655		GREECE
1656		LEBANON
1656		PERU
1657		CHILE
1657		FRANCE
1657		INDONESIA
1657		PERU
1658		GREECE
1658		PERU
1658		PHILIPPINES
1659		EL SALVADOR
1659		INDONESIA
1659		ITALY
1659		JAPAN
1660		FRANCE
1660		GREECE
1660		ITALY
1660		MOROCCO
1661		ITALY
1662		ECUADOR
1662		GREECE
1662		JAPAN
1662		MEXICO
1663		CANADA
1663		NICARAGUA
1664		IRAN
1665		GREECE
1665		IRAN
1665		PHILIPPINES
1666		IRAQ
1666		JAPAN
1667		IRAN
1667		IRAN
1667		JAMAICA
1667		MEXICO
1668		IRAN
1668		PAKISTAN
1668		USA
1669		INDIA
1669		ITALY
1670		AUSTRIA
1670		IRAN
1671		AZERBAIJAN
1672		GREECE
1672		GREECE
1673		DOMINICAN REPUBLIC
1673		INDONESIA
1673		INDONESIA
1673		INDONESIA
1674		GREECE
1674		INDONESIA
1675		PHILIPPINES
1676		JAPAN
1677		JAMAICA
1677		PHILIPPINES
1678		CUBA
1678		IRAN
1678		IRAN
1679		YEMEN
1680		JAPAN
1680		SPAIN
1681		INDONESIA
1681		SOUTH KOREA
1682		CUBA
1682		FRANCE
1682		MEXICO
1683		ARMENIA
1683		IRAN
1684		DOMINICAN REPUBLIC
1687		IRAN
1687		JAMAICA
1688		ITALY
1688		ITALY
1688		ITALY
1688		JAMAICA
1688		JAMAICA
1688		PAKISTAN
1689		AUSTRIA
1690		AUSTRIA
1691		DOMINICAN REPUBLIC
1692		ARMENIA
1692		JAMAICA
1693		CUBA
1694		ITALY
1694		JAPAN
1695		ITALY
1696		GREECE
1696		IRAN
1697		MEXICO
1698		ECUADOR
1699		PHILIPPINES
1701		HAITI
1701		MEXICO
1702		ITALY
1702		MARTINIQUE
1703		IRAN
1703		IRAN
1703		ITALY
1704		GREECE
1704		JAPAN
1705		CHILE
1706		ICELAND
1706		ITALY
1707		EL SALVADOR
1707		TURKEY
1708		FRANCE
1708		INDONESIA
170		GREECE
1710		INDONESIA
1711		FRANCE
1711		JAPAN
1711		MEXICO
1714		GREECE
1714		JAPAN
1714		MEXICO
1714		MYANMAR (BURMA)
1715		TURKEY
1716		ALGERIA
1716		ALGERIA
1716		MEXICO
1716		PHILIPPINES
1717		CROATIA
1717		USA TERRITORY
1719		EL SALVADOR
1719		MOROCCO
1719		TURKEY
1720		AZORES (PORTUGAL)
1720		AZORES (PORTUGAL)
1720		INDIA
1720		SWITZERLAND
1721		CROATIA
1721		PHILIPPINES
1721		TAIWAN
1722		GREECE
1722		INDONESIA
1722		PORTUGAL
1725		PERU
1726		ITALY
1727		IRAN
1727		MARTINIQUE
1727		MEXICO
1728		PHILIPPINES
1729		JAPAN
1730		AZORES (PORTUGAL)
1730		ITALY
1730		ITALY
1730		PHILIPPINES
1731		ITALY
1731		MEXICO
1731		MOROCCO
1732		ICELAND
1732		ITALY
1732		MEXICO
1733		ETHIOPIA
1734		ICELAND
1734		UK
1735		PHILIPPINES
1736		ECUADOR
1737		INDIA
1737		RUSSIA
1739		AZORES (PORTUGAL)
1739		MEXICO
1739		PERU
1739		SERBIA AND MONTENEGRO
173		CHINA
1740		MEXICO
1740		SERBIA AND MONTENEGRO
1741		GREECE
1741		ITALY
1742		CHILE
1742		GREECE
1742		GREECE
1743		COLOMBIA
1743		PHILIPPINES
1743		PHILIPPINES
1744		PHILIPPINES
1747		PERU
1747		PHILIPPINES
1748		SPAIN
1749		MEXICO
1749		PHILIPPINES
1750		BULGARIA
1750		CROATIA
1750		FRANCE
1750		GREECE
1750		MEXICO
1750		MYANMAR (BURMA)
1750		VENEZUELA
1751		COLOMBIA
1751		DOMINICAN REPUBLIC
1751		DOMINICAN REPUBLIC
1751		HAITI
1751		HAITI
1751		ITALY
1751		ITALY
1751		TURKEY
1752		GREECE
1752		ISRAEL
1752		PORTUGAL
1752		SYRIA
1754		EGYPT
1754		INDONESIA
1754		MEXICO
1754		PHILIPPINES
1755		IRAN
1755		MOROCCO
1755		SERBIA AND MONTENEGRO
1755		SWITZERLAND
1756		PORTUGAL
1757		AZORES (PORTUGAL)
1757		CROATIA
1757		ITALY
1757		ITALY
1757		MOROCCO
1757		UK
1758		AZORES (PORTUGAL)
1758		TUNISIA
1759		GREECE
1759		GREECE
1759		ITALY
1759		LEBANON
1759		MEXICO
1760		CUBA
1762		BANGLADESH
1763		INDONESIA
1764		PORTUGAL
1765		CHILE
1765		EL SALVADOR
1766		COLOMBIA
1766		GREECE
1766		GUATEMALA
1766		IRAN
1766		MARTINIQUE
1766		TURKEY
1767		CHINA
1767		GREECE
1767		ITALY
1767		MARTINIQUE
1767		PHILIPPINES
1768		CROATIA
1768		ITALY
1769		GREECE
1769		IRAN
1769		IRAQ
1769		SWITZERLAND
1770		GREECE
1770		HAITI
1770		PHILIPPINES
1771		JAMAICA
1771		PHILIPPINES
1772		FRANCE
1772		GREECE
1773		GUATEMALA
1773		GUATEMALA
1773		MOROCCO
1774		CANADA
1774		FRENCH GUIANA
1774		SWITZERLAND
1775		CROATIA
1775		CUBA
1775		HAITI
1775		HAITI
1775		INDONESIA
1775		VENEZUELA
1776		DOMINICAN REPUBLIC
1776		MEXICO
1777		MEXICO
1777		MOROCCO
1778		IRAN
1778		IRAN
1778		TURKEY
-177		ITALY
177		ITALY
177		TURKEY
1780		GREECE
1780		JAMAICA
1780		SERBIA AND MONTENEGRO
1781		IRAQ
1781		ITALY
1781		JAMAICA
1782		TAIWAN
1783		DOMINICAN REPUBLIC
1783		ITALY
1783		ITALY
1783		ITALY
1783		TURKEY
1784		HAITI
1784		ICELAND
1784		MEXICO
1784		MEXICO
1784		SPAIN
1784		TURKEY
1785		COLOMBIA
1785		GREECE
1786		GREECE
1786		ITALY
1786		VENEZUELA
1787		JAMAICA
1787		PHILIPPINES
1787		PHILIPPINES
1787		USA TERRITORY
1787		USA TERRITORY
1788		SAINT LUCIA
1789		ITALY
1790		ALGERIA
1791		GREECE
1791		GUATEMALA
1791		IRAN
1791		ITALY
1791		MOROCCO
1792		USA
1793		AZORES (PORTUGAL)
1793		HAITI
1794		IRAN
1794		VENEZUELA
1795		MEXICO
1795		TRINIDAD AND TOBAGO
1796		COLOMBIA
1796		ITALY
1796		PHILIPPINES
1796		SYRIA
1797		VENEZUELA
1798		CHILE
1798		COSTA RICA
1798		EL SALVADOR
1798		GREECE
1798		ITALY
1799		FRANCE
1799		ITALY
1799		ITALY
1799		PERU
17		TURKEY
1800		CANARY ISLANDS
1800		MEXICO
1801		MEXICO
1801		SWITZERLAND
1802		ALGERIA
1802		ANTIGUA AND BARBUDA
1802		INDONESIA
1802		ITALY
1802		VENEZUELA
1803		INDIA
1804		GREECE
1804		GREECE
1804		SPAIN
1804		SPAIN
1805		COLOMBIA
1805		IRAN
1805		ITALY
1805		VENEZUELA
1806		ITALY
1806		USA
1808		ECUADOR
1808		IRAN
1808		IRAN
1808		MOROCCO
1809		IRAN
1809		SOUTH AFRICA
1809		USA TERRITORY
1810		CANARY ISLANDS
1810		CUBA
1810		GREECE
1811		CHILE
1811		PHILIPPINES
1812		FRANCE
1812		FRANCE
1812		ITALY
1812		JAMAICA
1813		IRAN
1813		PERU
1814		FRANCE
1814		INDONESIA
1814		PHILIPPINES
1815		GREECE
1815		GREECE
1815		INDONESIA
1815		MEXICO
1816		INDONESIA
1817		CHINA
1817		USA
1818		BULGARIA
1818		ITALY
1818		ITALY
1818		ITALY
1818		MEXICO
1819		ALGERIA
1819		ITALY
1820		GREECE
1820		IRAN
1820		IRAN
1820		USA
1820		VENEZUELA
1821		GREECE
1821		MOROCCO
1821		PERU
1821		UK TERRITORY
1822		CHILE
1822		GRENADA
1822		TURKEY
1822		TURKEY
1823		CROATIA
1823		GREECE
1823		IRAN
1823		IRAN
1823		ITALY
1823		MARTINIQUE
1823		USA
1823		VENEZUELA
1824		GUADELOUPE
1824		IRAN
1824		JAMAICA
1824		MARTINIQUE
1824		PHILIPPINES
1824		PHILIPPINES
1825		ALGERIA
1825		COLOMBIA
1825		IRAN
1825		TRINIDAD AND TOBAGO
1825		USA TERRITORY
1826		CUBA
1826		JAPAN
1827		MARTINIQUE
1827		PAKISTAN
1827		RUSSIA
1827		TURKEY
1828		INDIA
1828		INDONESIA
1828		ITALY
1828		JAPAN
1828		PHILIPPINES
1829		GREECE
1829		GREECE
1829		ROMANIA
1829		SPAIN
1830		IRAN
1830		JAPAN
1830		MEXICO
1830		PHILIPPINES
1830		PHILIPPINES
1830		RUSSIA
1831		BARBADOS
1831		GREECE
1831		ITALY
1831		ITALY
1831		NEW ZEALAND
1832		AFGHANISTAN
1832		ITALY
1832		ITALY
1833		CHILE
1833		MEXICO
1834		COLOMBIA
1834		COLOMBIA
1834		INDONESIA
1834		ITALY
1834		USA TERRITORY
1834		VENEZUELA
1835		INDONESIA
1835		ITALY
1835		SWITZERLAND
1835		TURKEY
1836		INDONESIA
1836		ITALY
1836		ITALY
1836		USA
1837		INDONESIA
1837		ITALY
1837		USA TERRITORY
1837		VENEZUELA
1838		CHILE
1838		ISRAEL
1838		MYANMAR (BURMA)
1839		EL SALVADOR
1839		MYANMAR (BURMA)
1839		SWITZERLAND
1839		USA
1839		VENEZUELA
1840		GREECE
1840		INDONESIA
1840		PERU
1841		AZORES (PORTUGAL)
1841		COSTA RICA
1841		INDONESIA
1842		AFGHANISTAN
1842		CANADA
1842		ETHIOPIA
1842		GREECE
1843		CHILE
1843		GREECE
1843		INDIA
1843		IRAN
1843		IRAN
1844		ARGENTINA
1844		NICARAGUA
1844		SAINT VINCENT AND THE GRENADINES
1844		TURKEY
1844		USA TERRITORY
1845		CHILE
1845		COLOMBIA
1845		ETHIOPIA
1845		MEXICO
1845		NEW ZEALAND
1845		TURKEY
1846		CHILE
1846		GREECE
1846		ITALY
1847		CHILE
1847		CHILE
1847		EGYPT
1847		INDIA
1847		INDONESIA
1847		MEXICO
1847		PERU
1847		PORTUGAL
1848		ITALY
1848		MEXICO
1848		MOROCCO
1849		RUSSIA
1849		VENEZUELA
1850		CROATIA
1851		ALBANIA
1851		ALBANIA
1851		COLOMBIA
1851		GUADELOUPE
1851		IRAN
1851		ITALY
1851		PAKISTAN
1851		SWITZERLAND
1851		TURKEY
1851		USA
1851		USA
1852		AZORES (PORTUGAL)
1852		AZORES (PORTUGAL)
1852		CUBA
1852		INDONESIA
1852		MEXICO
1852		MEXICO
1852		PAKISTAN
1852		PERU
1852		PHILIPPINES
1852		USA
1853		GREECE
1853		IRAN
1853		ITALY
1853		ITALY
1853		JAPAN
1853		JAPAN
1853		PHILIPPINES
1853		RUSSIA
1853		TONGA
1853		USA
1854		ALBANIA
1854		EL SALVADOR
1854		FRANCE
1854		FRANCE
1854		INDONESIA
1854		ITALY
1854		ITALY
1854		JAPAN
1854		MEXICO
1854		MEXICO
1854		MEXICO
1854		USA
1854		USA
1854		USA
1855		ALBANIA
1855		ALGERIA
1855		CHILE
1855		FRANCE
1855		HONDURAS
1855		INDONESIA
1855		MEXICO
1855		MEXICO
1855		PHILIPPINES
1855		SWITZERLAND
1855		TURKEY
1855		USA
1855		USA
1856		ALGERIA
1856		ALGERIA
1856		GREECE
1856		INDONESIA
1856		INDONESIA
1856		ITALY
1856		MEXICO
1856		PORTUGAL
1857		ALGERIA
1857		INDONESIA
1857		INDONESIA
1857		IRAN
1857		IRAN
1857		ITALY
1857		SUDAN
1857		TURKEY
1858		ALBANIA
1858		ALBANIA
1858		BULGARIA
1858		GREECE
1858		JAPAN
1858		JAPAN
1858		JAPAN
1858		MEXICO
1858		MEXICO
1858		MYANMAR (BURMA)
1858		PORTUGAL
1858		SLOVAKIA
1858		USA
1859		AUSTRALIA
1859		ECUADOR
1859		INDONESIA
1859		INDONESIA
1859		INDONESIA
1859		ITALY
1859		ITALY
1859		TURKEY
1859		USA
1860		ALBANIA
1860		HAITI
1860		INDONESIA
1860		INDONESIA
1860		PERU
1861		ARGENTINA
1861		ETHIOPIA
1861		ITALY
1861		JAMAICA
1861		PERU
1861		USA
1862		ALBANIA
1862		GREECE
1862		IRAN
1862		NICARAGUA
1863		FRANCE
1863		GREECE
1863		INDONESIA
1863		INDONESIA
1863		IRAN
1863		IRAN
1863		PHILIPPINES
1863		TURKEY
1864		CANADA
1864		HAITI
1864		IRAN
1864		IRAN
1864		MEXICO
1865		GREECE
1865		INDONESIA
1865		IRAQ
1865		ITALY
1865		JAPAN
1865		PERU
1865		PERU
1865		USA
1865		USA
1866		ALBANIA
1866		ALBANIA
1866		GREECE
1866		MEXICO
1866		NEPAL
1866		PHILIPPINES
1866		USA
1867		ALGERIA
1867		GREECE
1867		INDONESIA
1867		IRAQ
1867		USA TERRITORY
1867		USA TERRITORY
1867		VENEZUELA
1868		CHILE
1868		CHILE
1868		COLOMBIA
1868		IRAN
1868		ITALY
1868		MEXICO
1868		MEXICO
1868		MEXICO
1868		MEXICO
1868		PERU
1868		USA
1868		USA TERRITORY
1868		VENEZUELA
1869		ALBANIA
1869		ALGERIA
1869		CHILE
1869		CHILE
1869		CHILE
1869		CHILE
1869		COLOMBIA
1869		GREECE
1869		INDIA
1869		PERU
1869		PERU
1869		PHILIPPINES
1869		USA
1869		USA
1869		VENEZUELA
1870		CHILE
1870		CROATIA
1870		GUADELOUPE
1870		GUATEMALA
1870		ITALY
1870		ITALY
1870		ITALY
1870		NICARAGUA
1870		PHILIPPINES
1870		VENEZUELA
1871		BRITISH VIRGIN ISLANDS
1871		CHILE
1871		CHILE
1871		INDONESIA
1871		ITALY
1871		MEXICO
1871		PERU
1871		PERU
1871		PHILIPPINES
1871		PHILIPPINES
1871		USA
1871		USA TERRITORY
1872		GREECE
1872		IRAN
1872		IRAN
1872		JAPAN
1872		MEXICO
1872		PHILIPPINES
1872		USA
1872		USA
1873		CHILE
1873		CHILE
1873		EL SALVADOR
1873		EL SALVADOR
1873		FRANCE
1873		GREECE
1873		GREECE
1873		ITALY
1873		ITALY
1873		PANAMA
1874		AFGHANISTAN
1874		BANGLADESH
1874		GUATEMALA
1874		MEXICO
1874		PHILIPPINES
1874		PHILIPPINES
1874		USA TERRITORY
1874		VENEZUELA
1875		GREECE
1875		GREECE
1875		INDONESIA
1875		MEXICO
1875		PHILIPPINES
1875		PHILIPPINES
1875		TURKEY
1875		USA TERRITORY
1876		JAPAN
1876		TURKEY
1877		CHILE
1877		CHILE
1877		CHILE
1877		CHILE
1877		COLOMBIA
1877		PERU
1877		USA
1878		CHILE
1878		CHILE
1878		CHILE
1878		CHILE
1878		COLOMBIA
1878		CROATIA
1878		EL SALVADOR
1878		MEXICO
1878		PAPUA NEW GUINEA
1878		PERU
1878		PHILIPPINES
1878		USA
1878		USA
1878		VANUATU
1878		VENEZUELA
1879		EL SALVADOR
1879		ITALY
1879		PHILIPPINES
1879		USA
1879		VENEZUELA
1880		ARMENIA
1880		CROATIA
1880		CUBA
1880		IRAN
1880		IRAN
1880		JAPAN
1880		PHILIPPINES
1880		PHILIPPINES
1880		TURKEY
1880		USA
1881		CHILE
1881		CHILE
1881		COSTA RICA
1881		FIJI
1881		GREECE
1881		GREECE
1881		IRAN
1881		ITALY
